Influencer_ID,Followers,Engagement_Rate,Growth_Rate,Niche,Video_Quality,Avg_Views_per_Post,Sponsorship_Status
1058,1128199,0.064,0.027,Travel,HD,129600,0
1059,3512049,0.045,0.001,Travel,4K,120135,0
1060,4064186,0.017,0.017,Tech,HD,308967,1
1061,2281827,0.014,0.034,Fitness,SD,38208,0
1062,1786910,0.157,0.025,Travel,4K,332942,1
1063,4847769,0.036,0.049,Food,SD,362701,0
1064,3096900,0.099,0.044,Tech,4K,5554,1
1065,4044064,0.125,0.019,Beauty,SD,210384,0
1066,2603967,0.091,0.003,Tech,HD,382224,0
1067,3439550,0.015,0.042,Food,HD,71817,0
1068,77218,0.159,0.046,Travel,SD,325948,1
1069,771044,0.012,0.041,Education,HD,279115,0
1070,2547741,0.155,0.007,Beauty,HD,215133,1
1071,4673750,0.18,0.05,Food,SD,101766,1
1072,4657356,0.092,0.014,Gaming,4K,202521,0
1073,3481130,0.112,0.036,Travel,SD,387666,1
1074,3186714,0.101,0.045,Fitness,4K,204528,1
1075,1729096,0.084,0.013,Beauty,HD,171250,0
1076,348739,0.179,0.046,Food,HD,185897,0
1077,473327,0.18,0.016,Travel,HD,289171,0
1078,2695946,0.074,0.049,Fashion,HD,305894,0
1079,4230215,0.127,0.015,Gaming,HD,120417,0
1080,1923135,0.186,0.048,Beauty,4K,274673,0
1081,979039,0.193,0.004,Beauty,4K,42083,1
1082,900885,0.107,0.036,Fitness,4K,364705,0
1083,609746,0.096,0.027,Travel,SD,365744,1
1084,3003819,0.063,0.024,Fashion,HD,495312,0
1085,4512219,0.192,0.012,Travel,HD,463084,0
1086,500876,0.037,0.036,Fashion,HD,68647,1
1087,1963165,0.12,0.01,Fitness,SD,139925,1
1088,612213,0.064,0.028,Gaming,SD,453052,0
1089,769734,0.063,0.013,Beauty,SD,43542,0
1090,4242361,0.087,0.048,Fashion,HD,355769,0
1091,1840433,0.2,0.002,Tech,4K,172568,0
1092,3673214,0.02,0.011,Fitness,SD,222529,0
1093,2027580,0.12,0.013,Fitness,SD,77104,1
1094,4904058,0.026,0.021,Food,4K,56418,0
1095,4340235,0.039,0.012,Gaming,SD,384869,0
1096,1493252,0.094,0.025,Tech,4K,251556,0
1097,3527737,0.107,0.044,Tech,HD,69382,0
1098,402921,0.059,0.036,Food,4K,37322,0
1099,2009960,0.07,0.029,Fashion,4K,311404,0
1100,4456214,0.027,0.005,Fashion,HD,4700,0
1101,88955,0.068,0.035,Education,SD,47759,1
1102,3817446,0.194,0.009,Education,HD,9027,0
1103,3377513,0.189,0.04,Tech,SD,273179,1
1104,1938878,0.074,0.013,Gaming,SD,411660,0
1105,4403294,0.118,0.021,Fashion,4K,434006,0
1106,2086259,0.183,0.018,Fitness,HD,111977,1
1107,2476539,0.011,0.043,Travel,4K,201272,1
1108,4734188,0.164,0.007,Food,HD,489274,0
1109,1706215,0.19,0.029,Gaming,HD,275082,1
1110,2490569,0.027,0.008,Fashion,4K,326988,1
1111,3267402,0.041,0.036,Travel,SD,220212,1
1112,1984851,0.193,0.045,Tech,SD,451721,0
1113,4109880,0.112,0.022,Food,HD,120627,1
1114,4738655,0.013,0.025,Fashion,SD,70888,1
1115,4262946,0.059,0.046,Tech,4K,252855,1
1116,91093,0.095,0.027,Fashion,4K,334893,1
1117,1557182,0.142,0.025,Food,4K,323727,1
1118,4412519,0.149,0.029,Fitness,HD,200291,0
1119,2004679,0.199,0.035,Beauty,HD,293998,0
1120,1733465,0.065,0.006,Fitness,SD,124865,0
1121,4231258,0.112,0.041,Beauty,4K,467284,0
1122,3174584,0.111,0.022,Travel,4K,211383,0
1123,4722165,0.087,0.005,Tech,HD,150365,0
1124,2657807,0.042,0.04,Beauty,HD,430782,0
1125,2860244,0.196,0.019,Fitness,HD,216026,1
1126,887040,0.172,0.006,Food,4K,71635,1
1127,323918,0.105,0.032,Tech,4K,426487,0
1128,2939613,0.125,0.044,Fashion,SD,145012,1
1129,2246909,0.053,0.044,Beauty,4K,273933,0
1130,4063442,0.113,0.048,Education,SD,371988,1
1131,117739,0.142,0.044,Beauty,SD,112068,1
1132,1287585,0.108,0.001,Gaming,4K,311822,0
1133,781316,0.198,0.02,Beauty,SD,202269,0
1134,3535550,0.126,0.041,Beauty,SD,67000,0
1135,3490866,0.08,0.019,Fashion,HD,475194,1
1136,1367853,0.157,0.03,Food,4K,380428,1
1137,1015929,0.042,0.031,Travel,SD,311867,0
1138,1567847,0.083,0.019,Tech,SD,432085,0
1139,2421564,0.076,0.045,Fashion,SD,145756,0
1140,2583569,0.092,0.026,Tech,4K,68983,0
1141,1481035,0.159,0.024,Education,HD,240383,1
1142,189456,0.102,0.05,Fitness,HD,465490,0
1143,2654093,0.161,0.025,Gaming,4K,381822,1
1144,3304457,0.12,0.01,Education,4K,144728,1
1145,4086412,0.075,0.026,Food,4K,396127,1
1146,4423808,0.164,0.041,Fashion,4K,278318,0
1147,4768348,0.055,0.039,Gaming,HD,402024,0
1148,717756,0.053,0.04,Beauty,SD,109207,0
1149,52226,0.106,0.036,Food,SD,68960,1
1150,3752198,0.06,0.013,Education,4K,494857,1
1151,3622509,0.012,0.043,Food,4K,1076,0
1152,3139145,0.133,0.045,Travel,SD,146213,1
1153,3898611,0.107,0.011,Education,HD,468215,0
1154,1227476,0.095,0.007,Education,4K,221399,0
1155,4185056,0.194,0.049,Fitness,4K,360908,0
1156,573212,0.119,0.044,Travel,HD,313551,0
1157,4419441,0.174,0.045,Travel,HD,434855,0
1158,1501844,0.036,0.044,Tech,HD,84825,0
1159,930168,0.118,0.028,Tech,4K,302295,1
1160,3444609,0.175,0.033,Beauty,HD,188887,1
1161,364476,0.121,0.028,Gaming,4K,93935,0
1162,1401283,0.146,0.004,Fitness,4K,409374,1
1163,692757,0.081,0.038,Education,HD,39407,0
1164,391719,0.028,0.026,Food,SD,211292,0
1165,1528937,0.097,0.033,Beauty,HD,64417,1
1166,1150947,0.085,0.026,Fitness,SD,425463,1
1167,3338920,0.175,0.025,Fitness,HD,259200,1
1168,3297050,0.056,0.009,Education,HD,472217,1
1169,2119324,0.194,0.015,Education,4K,207601,1
1170,2679932,0.192,0.009,Gaming,4K,445856,0
1171,4903666,0.057,0.011,Tech,4K,55436,1
1172,877031,0.076,0.049,Education,4K,26678,0
1173,1271896,0.18,0.009,Fitness,4K,393258,1
1174,3564706,0.194,0.014,Fitness,4K,99923,0
1175,1060622,0.094,0.03,Fitness,4K,199322,0
1176,4423375,0.071,0.031,Fashion,SD,8500,1
1177,379165,0.11,0.009,Fitness,SD,401781,0
1178,709662,0.141,0.04,Fitness,4K,456120,1
1179,4132479,0.062,0.039,Education,SD,108907,0
1180,1013117,0.15,0.013,Food,HD,132657,1
1181,646188,0.02,0.015,Travel,SD,49825,0
1182,416008,0.019,0.047,Fashion,4K,374512,0
1183,1632993,0.083,0.041,Fitness,SD,462784,0
1184,3352278,0.077,0.035,Travel,HD,455779,1
1185,2343035,0.07,0.005,Fitness,SD,149194,1
1186,2769362,0.103,0.021,Gaming,4K,126690,0
1187,3027768,0.071,0.028,Education,HD,326546,1
1188,1171365,0.047,0.01,Education,HD,267478,1
1189,680418,0.069,0.023,Gaming,SD,348377,1
1190,4896084,0.195,0.03,Travel,HD,12508,0
1191,1612754,0.088,0.017,Education,HD,341142,0
1192,1115593,0.094,0.039,Fashion,HD,47729,0
1193,1227952,0.12,0.042,Food,4K,253344,0
1194,4852188,0.197,0.017,Fashion,HD,113392,0
1195,2722864,0.056,0.042,Fashion,SD,139584,0
1196,3948208,0.139,0.006,Gaming,SD,313769,0
1197,2939496,0.146,0.042,Gaming,HD,86202,1
1198,3876754,0.125,0.008,Food,SD,346808,1
1199,2705999,0.027,0.005,Beauty,HD,141421,1
1200,2995200,0.139,0.032,Beauty,SD,172944,0
1201,1325070,0.022,0.024,Beauty,HD,14267,0
1202,3191914,0.123,0.045,Fitness,HD,474363,0
1203,2525388,0.151,0.019,Food,HD,433705,0
1204,1659987,0.05,0.015,Fitness,4K,434298,0
1205,3877274,0.17,0.026,Travel,SD,438086,0
1206,2838981,0.016,0.023,Travel,HD,45552,0
1207,1662793,0.17,0.018,Tech,4K,247642,1
1208,617036,0.097,0.035,Beauty,4K,245386,1
1209,3392418,0.051,0.038,Gaming,HD,99927,0
1210,4988696,0.035,0.043,Tech,HD,176861,0
1211,429988,0.191,0.049,Tech,HD,131091,1
1212,4085752,0.024,0.014,Gaming,HD,415281,0
1213,4375857,0.048,0.036,Education,HD,184736,0
1214,4756000,0.076,0.02,Tech,SD,363191,0
1215,2978590,0.128,0.034,Education,HD,68625,0
1216,3298291,0.114,0.024,Beauty,HD,312925,0
1217,3803429,0.034,0.05,Fashion,SD,451704,1
1218,4895287,0.065,0.037,Education,4K,241590,0
1219,2491706,0.055,0.048,Fitness,SD,337929,0
1220,1192902,0.051,0.042,Beauty,4K,481935,0
1221,2493118,0.088,0.045,Education,4K,201609,1
1222,3738973,0.144,0.041,Food,SD,23923,0
1223,2203575,0.051,0.023,Gaming,HD,85193,0
1224,465071,0.08,0.013,Fashion,4K,216277,0
1225,4382137,0.084,0.019,Travel,HD,351504,0
1226,4913216,0.196,0.002,Food,SD,2206,0
1227,776435,0.191,0.027,Food,4K,314397,0
1228,2175606,0.162,0.026,Education,HD,356399,1
1229,3499472,0.056,0.027,Food,4K,303978,1
1230,3007316,0.023,0.049,Tech,4K,67648,0
1231,1565718,0.07,0.046,Tech,SD,213946,0
1232,2135793,0.061,0.009,Tech,HD,103101,0
1233,1603575,0.106,0.019,Beauty,HD,227535,1
1234,3814270,0.158,0.022,Education,4K,313271,0
1235,4807425,0.173,0.019,Tech,HD,16046,1
1236,2379837,0.171,0.04,Fashion,4K,180307,1
1237,1525102,0.078,0.027,Tech,SD,337225,1
1238,3191541,0.141,0.029,Education,SD,156871,1
1239,665180,0.069,0.043,Gaming,HD,460643,1
1240,2384366,0.022,0.04,Food,SD,43847,0
1241,2036848,0.143,0.007,Fashion,SD,41721,0
1242,2440855,0.012,0.036,Education,HD,172348,0
1243,205615,0.088,0.022,Travel,4K,360847,0
1244,1526233,0.073,0.015,Tech,SD,16448,1
1245,3897022,0.142,0.003,Travel,HD,25618,0
1246,1804740,0.156,0.025,Food,HD,255002,1
1247,3969222,0.068,0.018,Fashion,HD,366373,0
1248,3069893,0.164,0.013,Food,SD,473409,1
1249,839003,0.066,0.035,Travel,SD,127177,0
1250,3434382,0.095,0.039,Beauty,4K,17521,0
1251,282570,0.148,0.013,Fashion,4K,467608,0
1252,3183993,0.142,0.003,Fitness,4K,494825,1
1253,4082082,0.198,0.043,Beauty,4K,451680,0
1254,3396049,0.053,0.001,Fashion,4K,48715,0
1255,67150,0.136,0.047,Tech,4K,263867,0
1256,2435206,0.126,0.032,Education,HD,167682,1
1257,560723,0.184,0.017,Travel,4K,90662,0
1258,2548500,0.04,0.013,Food,SD,96953,1
1259,3356745,0.153,0.001,Education,4K,284170,0
1260,1000554,0.118,0.013,Food,SD,205964,0
1261,4194060,0.062,0.008,Food,4K,39329,1
1262,4159634,0.1,0.031,Gaming,HD,472784,0
1263,135055,0.073,0.009,Gaming,HD,52362,1
1264,677022,0.12,0.027,Tech,SD,479997,0
1265,810942,0.179,0.03,Fitness,4K,127548,1
1266,3880275,0.118,0.016,Education,HD,414052,1
1267,697358,0.13,0.003,Gaming,HD,31296,1
1268,3596790,0.109,0.003,Fashion,4K,420883,0
1269,1842648,0.02,0.002,Beauty,SD,460132,0
1270,1689472,0.054,0.037,Travel,SD,17318,1
1271,3829433,0.103,0.017,Tech,SD,432608,1
1272,2736264,0.069,0.04,Beauty,HD,287132,0
1273,4449748,0.045,0.022,Fitness,4K,169524,0
1274,2701713,0.106,0.023,Beauty,HD,346548,0
1275,2309989,0.071,0.026,Education,HD,488280,1
1276,4138270,0.059,0.036,Fashion,HD,406939,0
1277,4318922,0.098,0.014,Food,HD,455173,0
1278,4116625,0.035,0.007,Gaming,4K,97431,0
1279,460297,0.186,0.028,Fashion,HD,161833,0
1280,1021154,0.175,0.017,Fitness,HD,453682,0
1281,4946169,0.144,0.023,Tech,SD,76020,1
1282,4078151,0.03,0.033,Beauty,HD,68834,0
1283,4735963,0.157,0.025,Fashion,4K,401319,1
1284,2804696,0.164,0.031,Education,HD,374231,0
1285,2094373,0.156,0.028,Tech,4K,77740,0
1286,2373280,0.032,0.037,Food,4K,243196,0
1287,2917623,0.132,0.036,Fitness,4K,34761,1
1288,2707871,0.169,0.027,Fitness,SD,117867,1
1289,871123,0.12,0.034,Beauty,SD,278351,0
1290,2987249,0.133,0.044,Gaming,HD,280653,0
1291,1860582,0.097,0.022,Travel,HD,191335,1
1292,4445499,0.11,0.021,Fitness,HD,314813,1
1293,2130885,0.017,0.038,Education,4K,18731,0
1294,4721642,0.131,0.03,Fashion,4K,3746,1
1295,2208148,0.025,0.004,Education,4K,190454,0
1296,4753525,0.093,0.045,Fashion,HD,292469,0
1297,550239,0.066,0.003,Fashion,HD,409641,0
1298,557701,0.114,0.038,Food,HD,1816,0
1299,3048569,0.035,0.038,Fitness,HD,452779,1
1300,4629120,0.141,0.048,Fitness,SD,84370,0
1301,1271464,0.161,0.004,Fashion,SD,97108,0
1302,786332,0.041,0.03,Beauty,SD,115411,1
1303,768950,0.03,0.022,Education,HD,395742,0
1304,167472,0.038,0.017,Gaming,SD,198655,0
1305,398710,0.177,0.005,Beauty,SD,277933,1
1306,4318048,0.11,0.029,Gaming,HD,364726,0
1307,3189729,0.099,0.024,Fitness,SD,49386,0
1308,4786956,0.03,0.006,Beauty,HD,65520,0
1309,2851171,0.133,0.031,Education,HD,301923,0
1310,911775,0.175,0.037,Fitness,HD,481421,1
1311,2597874,0.167,0.039,Tech,4K,368705,1
1312,559924,0.129,0.045,Fitness,HD,86143,0
1313,3882185,0.024,0.021,Beauty,SD,362471,0
1314,4374656,0.031,0.048,Education,SD,390733,1
1315,4013595,0.019,0.043,Fashion,HD,420995,0
1316,2291435,0.059,0.016,Travel,4K,412072,0
1317,432413,0.036,0.009,Food,4K,194107,1
1318,1353564,0.059,0.022,Education,4K,65700,1
1319,2425050,0.083,0.021,Fitness,SD,423759,0
1320,4166100,0.189,0.029,Fitness,4K,243450,0
1321,864561,0.126,0.03,Fashion,4K,358146,0
1322,303186,0.169,0.038,Education,HD,144367,0
1323,3208393,0.145,0.026,Tech,4K,83036,1
1324,3829464,0.031,0.006,Travel,4K,218007,0
1325,1027553,0.15,0.043,Education,4K,218683,0
1326,1236202,0.062,0.016,Fitness,HD,193085,0
1327,146271,0.131,0.049,Gaming,HD,415874,1
1328,2216685,0.075,0.007,Gaming,4K,180202,0
1329,3744797,0.2,0.048,Gaming,SD,19505,0
1330,1515542,0.06,0.005,Food,SD,111237,1
1331,4181656,0.063,0.012,Food,HD,346657,0
1332,2931184,0.187,0.003,Education,4K,256216,0
1333,77898,0.015,0.036,Travel,SD,216668,0
1334,3296097,0.142,0.043,Fitness,4K,222816,0
1335,289316,0.148,0.022,Fitness,HD,171824,0
1336,2009954,0.169,0.046,Fitness,SD,45676,0
1337,1830553,0.195,0.03,Food,HD,479206,0
1338,4089657,0.195,0.032,Travel,4K,116254,0
1339,3042341,0.022,0.042,Fitness,HD,227743,0
1340,1040504,0.166,0.016,Fashion,HD,477782,0
1341,4088810,0.133,0.018,Tech,HD,132277,0
1342,2106058,0.133,0.045,Beauty,HD,314154,0
1343,4989023,0.034,0.045,Education,SD,308937,1
1344,4910384,0.134,0.049,Education,4K,380866,0
1345,1676843,0.197,0.045,Gaming,SD,495832,0
1346,35701,0.183,0.007,Gaming,4K,486298,1
1347,3230028,0.093,0.041,Education,4K,389591,0
1348,1722610,0.018,0.021,Fashion,4K,307064,1
1349,2181712,0.079,0.05,Fitness,4K,413868,1
1350,2340767,0.167,0.024,Travel,4K,97891,1
1351,2615235,0.143,0.028,Travel,SD,59778,1
1352,492036,0.097,0.027,Food,4K,448846,0
1353,328304,0.02,0.017,Fitness,HD,461571,1
1354,2463616,0.091,0.005,Travel,SD,60716,0
1355,2711241,0.099,0.045,Fitness,SD,74199,0
1356,3434803,0.186,0.04,Gaming,4K,480857,1
1357,1143953,0.132,0.008,Beauty,HD,262853,0
1358,3962352,0.069,0.039,Beauty,HD,398550,1
1359,3979702,0.11,0.032,Beauty,4K,425228,0
1360,4060175,0.023,0.021,Gaming,4K,62985,0
1361,327916,0.195,0.013,Food,HD,445675,0
1362,3598706,0.078,0.043,Beauty,SD,471698,1
1363,4507554,0.101,0.035,Gaming,SD,332142,0
1364,606409,0.078,0.028,Fitness,4K,406744,0
1365,1075135,0.14,0.031,Beauty,SD,256405,0
1366,2990179,0.136,0.005,Fashion,SD,314186,1
1367,1726690,0.146,0.024,Food,HD,153475,0
1368,3281772,0.061,0.01,Fashion,SD,405433,1
1369,4158893,0.07,0.011,Education,HD,496814,0
1370,404119,0.034,0.033,Fitness,4K,31045,0
1371,4167769,0.135,0.046,Food,4K,246105,0
1372,4321295,0.018,0.021,Fashion,HD,297856,1
1373,403732,0.124,0.011,Food,HD,371723,0
1374,507079,0.175,0.033,Fitness,4K,303744,0
1375,1951013,0.179,0.044,Education,HD,261556,1
1376,2624836,0.095,0.038,Travel,4K,127715,0
1377,1133658,0.097,0.044,Beauty,4K,451351,1
1378,1986209,0.025,0.027,Education,4K,52516,0
1379,4323626,0.137,0.038,Food,4K,250437,0
1380,657951,0.166,0.008,Beauty,4K,429091,0
1381,12303,0.056,0.018,Education,4K,151892,0
1382,1211209,0.09,0.02,Beauty,SD,19801,1
1383,3480591,0.169,0.026,Travel,SD,182942,1
1384,2367610,0.177,0.047,Fitness,4K,346361,0
1385,4181303,0.056,0.044,Food,SD,271812,1
1386,1069199,0.115,0.008,Food,HD,255031,0
1387,4918339,0.047,0.009,Travel,HD,68609,0
1388,4177224,0.029,0.019,Gaming,4K,281617,1
1389,4685346,0.183,0.015,Travel,SD,260705,1
1390,459298,0.166,0.031,Travel,HD,429767,0
1391,1048343,0.154,0.045,Travel,HD,174331,1
1392,106228,0.019,0.048,Fitness,HD,217909,0
1393,4621650,0.17,0.033,Education,HD,487896,1
1394,1756692,0.093,0.042,Tech,SD,355703,1
1395,885056,0.075,0.027,Travel,HD,99517,0
1396,1731228,0.114,0.011,Food,HD,478059,0
1397,1947793,0.027,0.027,Fashion,HD,253480,1
1398,1570123,0.154,0.028,Gaming,4K,461142,1
1399,3280269,0.121,0.037,Travel,HD,151523,0
1400,1727470,0.045,0.012,Travel,HD,464627,0
1401,3341420,0.046,0.019,Gaming,SD,162877,1
1402,49874,0.045,0.019,Travel,HD,343759,0
1403,1623572,0.021,0.048,Food,HD,75906,0
1404,3221281,0.122,0.023,Tech,HD,215639,0
1405,2690784,0.17,0.038,Travel,4K,260724,0
1406,710662,0.013,0.038,Gaming,SD,271753,1
1407,4873554,0.019,0.014,Travel,SD,27342,1
1408,471452,0.119,0.029,Fitness,4K,404432,0
1409,2140686,0.166,0.045,Food,4K,215298,1
1410,2593670,0.072,0.024,Food,SD,442301,1
1411,4811833,0.076,0.047,Tech,HD,496071,0
1412,443061,0.123,0.012,Education,SD,260617,0
1413,3335732,0.062,0.005,Fitness,4K,98469,1
1414,3762675,0.015,0.045,Fitness,HD,369699,0
1415,2262286,0.15,0.043,Tech,SD,484456,0
1416,489972,0.129,0.05,Beauty,HD,46908,0
1417,1124994,0.12,0.034,Beauty,HD,108907,1
1418,3082328,0.151,0.047,Education,4K,37030,0
1419,4099064,0.138,0.042,Fashion,SD,110547,1
1420,2618703,0.049,0.042,Education,4K,485636,0
1421,164038,0.077,0.029,Beauty,SD,459101,1
1422,3964735,0.034,0.02,Education,SD,322374,0
1423,1375572,0.035,0.047,Travel,HD,76123,0
1424,2356874,0.138,0.022,Fitness,HD,78158,0
1425,601530,0.173,0.027,Education,HD,293542,0
1426,3649966,0.193,0.023,Fashion,4K,326552,1
1427,1078833,0.129,0.029,Fashion,HD,344021,1
1428,2578640,0.045,0.024,Food,4K,353762,0
1429,436423,0.03,0.003,Travel,HD,320036,1
1430,1193929,0.164,0.044,Food,4K,338222,0
1431,324390,0.12,0.023,Gaming,SD,27005,0
1432,1665221,0.127,0.03,Beauty,4K,89330,0
1433,4069316,0.158,0.008,Food,4K,137745,0
1434,1657671,0.144,0.001,Fitness,4K,84552,1
1435,139563,0.169,0.013,Fitness,SD,269576,0
1436,784066,0.021,0.036,Travel,4K,346089,0
1437,1555623,0.152,0.006,Fashion,SD,161813,0
1438,4900856,0.172,0.046,Fitness,HD,148284,0
1439,4056957,0.064,0.012,Beauty,HD,461909,0
1440,598897,0.132,0.011,Food,SD,29605,0
1441,3942237,0.07,0.01,Beauty,4K,107583,0
1442,773800,0.192,0.002,Education,HD,30882,1
1443,2043999,0.016,0.039,Food,4K,350536,0
1444,3523554,0.12,0.044,Travel,4K,186092,0
1445,3660985,0.042,0.031,Education,SD,20089,0
1446,1903897,0.145,0.01,Beauty,HD,171173,1
1447,3577511,0.043,0.015,Food,SD,383473,0
1448,1164950,0.055,0.024,Beauty,SD,89952,1
1449,550148,0.104,0.048,Tech,SD,434391,1
1450,2774707,0.184,0.013,Travel,SD,165938,1
1451,4679394,0.05,0.037,Travel,4K,397567,0
1452,2774939,0.037,0.023,Fitness,HD,224156,0
1453,1936740,0.154,0.016,Travel,HD,139154,0
1454,3435955,0.105,0.023,Gaming,HD,240885,1
1455,4937710,0.183,0.004,Fitness,4K,172163,1
1456,2746226,0.038,0.04,Fitness,4K,463859,1
1457,3178326,0.133,0.013,Education,SD,255860,1
1458,1555510,0.054,0.037,Education,SD,399223,0
1459,1831815,0.04,0.004,Beauty,SD,137506,0
1460,3764122,0.14,0.048,Tech,SD,42471,0
1461,2387378,0.123,0.01,Fitness,HD,481204,0
1462,4422590,0.153,0.044,Education,SD,267303,1
1463,2535937,0.069,0.041,Fashion,4K,267042,1
1464,3158473,0.095,0.048,Food,4K,6742,0
1465,813461,0.087,0.024,Food,4K,422336,1
1466,4428036,0.197,0.037,Travel,SD,223013,1
1467,4056555,0.066,0.019,Beauty,HD,404512,0
1468,1719224,0.066,0.01,Tech,HD,178717,0
1469,2711626,0.077,0.023,Food,SD,130514,1
1470,925044,0.117,0.009,Fashion,SD,236487,0
1471,2982352,0.058,0.049,Tech,4K,179115,0
1472,1387652,0.184,0.006,Gaming,4K,195386,0
1473,286555,0.06,0.03,Food,HD,236588,1
1474,445191,0.18,0.032,Fitness,4K,51675,0
1475,1503337,0.03,0.027,Fashion,4K,168847,1
1476,3487669,0.135,0.033,Beauty,SD,14437,1
1477,921597,0.182,0.007,Beauty,HD,490783,1
1478,2044338,0.042,0.028,Fashion,SD,151141,0
1479,3723946,0.194,0.015,Food,HD,193519,1
1480,1487205,0.096,0.047,Education,SD,274987,0
1481,2866899,0.19,0.038,Education,HD,319519,0
1482,225695,0.139,0.049,Travel,4K,47303,1
1483,2982467,0.067,0.003,Gaming,HD,458579,0
1484,3442628,0.046,0.015,Fitness,HD,458556,1
1485,1102844,0.068,0.011,Gaming,SD,322581,0
1486,4768493,0.028,0.002,Gaming,HD,77569,0
1487,1411706,0.037,0.013,Food,HD,443063,1
1488,3341216,0.03,0.034,Fitness,HD,424848,1
1489,3834284,0.09,0.012,Food,SD,425072,0
1490,4858088,0.161,0.026,Food,HD,15938,1
1491,1848865,0.037,0.045,Travel,SD,157938,1
1492,920484,0.035,0.035,Fashion,4K,342148,0
1493,4898954,0.132,0.02,Beauty,SD,280134,1
1494,4018136,0.047,0.019,Travel,HD,150745,0
1495,345855,0.029,0.023,Beauty,4K,141948,0
1496,1075961,0.042,0.01,Travel,HD,484366,0
1497,4626678,0.186,0.032,Food,SD,218276,0
1498,3562963,0.166,0.019,Travel,4K,328898,0
1499,2378935,0.077,0.043,Beauty,4K,368024,1
1500,1135106,0.135,0.038,Travel,4K,37263,1
1501,4479011,0.112,0.031,Tech,HD,328485,0
1502,2475968,0.139,0.019,Fitness,4K,481066,1
1503,2443266,0.14,0.011,Fashion,4K,303991,0
1504,4438677,0.129,0.039,Beauty,4K,42184,1
1505,4543001,0.061,0.025,Fitness,4K,31211,0
1506,1219758,0.017,0.012,Fashion,SD,276821,1
1507,1656743,0.097,0.011,Education,HD,177542,1
1508,3978019,0.179,0.009,Tech,HD,156142,1
1509,3069281,0.118,0.039,Food,4K,429080,1
1510,4982262,0.168,0.012,Education,SD,179181,0
1511,4526208,0.198,0.027,Beauty,4K,412535,1
1512,519349,0.041,0.023,Education,HD,387864,0
1513,2882990,0.141,0.029,Fashion,HD,451238,0
1514,798968,0.138,0.044,Fashion,HD,31891,1
1515,80083,0.196,0.044,Fashion,4K,16288,1
1516,2656971,0.197,0.023,Tech,4K,51555,0
1517,3998615,0.14,0.002,Education,SD,114687,0
1518,2875299,0.056,0.022,Fitness,SD,469148,0
1519,4849341,0.162,0.031,Tech,HD,380715,0
1520,1805673,0.03,0.028,Fashion,HD,479811,0
1521,2939199,0.158,0.033,Travel,SD,417281,0
1522,610996,0.183,0.009,Fashion,HD,130601,0
1523,4910776,0.083,0.033,Travel,SD,349106,1
1524,779513,0.13,0.01,Food,4K,193777,1
1525,3304389,0.092,0.038,Tech,HD,13876,0
1526,4355385,0.093,0.018,Travel,HD,153447,1
1527,389590,0.069,0.036,Tech,SD,310250,1
1528,1766982,0.155,0.003,Gaming,4K,341037,0
1529,2779655,0.188,0.021,Fitness,HD,254547,0
1530,3152882,0.189,0.036,Gaming,HD,325640,0
1531,3211016,0.043,0.012,Travel,SD,263927,0
1532,2380877,0.176,0.04,Gaming,4K,80956,0
1533,2390383,0.15,0.032,Education,SD,66283,0
1534,165053,0.058,0.03,Beauty,4K,359026,0
1535,4788890,0.023,0.018,Fitness,4K,334822,1
1536,1437536,0.061,0.025,Travel,SD,457249,0
1537,2543637,0.183,0.03,Food,SD,280009,1
1538,3391926,0.13,0.024,Education,4K,496383,0
1539,3614263,0.147,0.035,Food,SD,374899,1
1540,4159549,0.059,0.022,Fitness,HD,149521,0
1541,1347208,0.147,0.011,Fitness,HD,379473,1
1542,4531889,0.015,0.011,Travel,HD,165075,1
1543,1779599,0.081,0.001,Tech,HD,388911,1
1544,23431,0.129,0.016,Beauty,HD,339031,1
1545,1244131,0.038,0.038,Travel,SD,80442,0
1546,648008,0.166,0.04,Education,4K,146500,1
1547,574441,0.055,0.011,Tech,SD,148404,0
1548,4463816,0.134,0.048,Tech,HD,401250,0
1549,4371380,0.087,0.026,Tech,HD,395551,0
1550,2050949,0.123,0.046,Travel,SD,332895,0
1551,1269300,0.03,0.036,Fashion,SD,164953,1
1552,1948763,0.013,0.036,Fashion,4K,255885,1
1553,1630849,0.183,0.005,Food,HD,481870,0
1554,1886077,0.061,0.012,Fashion,SD,55280,1
1555,3883149,0.166,0.001,Fashion,4K,66912,0
1556,4874062,0.2,0.036,Tech,HD,240643,0
1557,51861,0.05,0.018,Tech,HD,140897,0
1558,4846710,0.06,0.04,Fitness,HD,423162,1
1559,4001737,0.136,0.018,Tech,SD,99475,0
1560,722001,0.193,0.041,Travel,HD,130288,0
1561,1992083,0.184,0.007,Fitness,HD,261708,0
1562,4520216,0.106,0.009,Beauty,4K,460882,0
1563,1624911,0.161,0.018,Fitness,SD,253699,1
1564,1444717,0.036,0.021,Education,4K,323306,0
1565,4410352,0.196,0.018,Fashion,SD,361308,0
1566,2858733,0.193,0.038,Education,HD,80749,0
1567,1206663,0.041,0.006,Tech,4K,57025,0
1568,34320,0.067,0.018,Fashion,SD,404300,0
1569,328025,0.029,0.042,Tech,SD,397617,0
1570,365359,0.062,0.004,Fashion,HD,248043,1
1571,1309507,0.165,0.047,Beauty,HD,113594,0
1572,4067621,0.082,0.049,Fashion,4K,318847,0
1573,944187,0.027,0.005,Fashion,4K,213558,0
